@relation eCommerce2.arff

@attribute day numeric
@attribute buyer_id {b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99}
@attribute buyerbalance numeric
@attribute product {p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29}
@attribute saleprice numeric
@attribute seller_id {s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29}
@attribute seller_is_honest {dishonest,honest}
@attribute sellerbalance numeric

@data
6,b79,-111,p23,23,s23,honest,345
6,b80,-75,p24,24,s24,honest,360
6,b81,-53,p10,10,s10,dishonest,130
6,b82,-24,p0,0,s0,dishonest,0
6,b83,-65,p0,0,s0,dishonest,0
6,b84,-77,p0,0,s0,dishonest,0
6,b85,-83,p0,0,s0,dishonest,0
6,b86,-74,p11,11,s11,dishonest,143
6,b87,-56,p0,0,s0,dishonest,0
6,b88,-72,p0,0,s0,dishonest,0
6,b89,-32,p0,0,s0,dishonest,0
6,b90,-47,p3,3,s3,dishonest,54
6,b91,-78,p0,0,s0,dishonest,0
6,b92,-89,p0,0,s0,dishonest,0
6,b93,-51,p0,0,s0,dishonest,0
6,b94,-70,p0,0,s0,dishonest,0
6,b95,-96,p3,3,s3,dishonest,57
6,b96,-44,p0,0,s0,dishonest,0
6,b97,-37,p0,0,s0,dishonest,0
6,b98,-58,p0,0,s0,dishonest,0
6,b99,-31,p9,9,s9,dishonest,135
7,b0,-85,p14,14,s14,honest,182
7,b1,-124,p0,0,s0,dishonest,0
7,b2,-97,p17,17,s17,honest,187
7,b3,-98,p21,21,s21,honest,231
7,b4,-108,p13,13,s13,honest,130
7,b5,-69,p0,0,s0,dishonest,0
7,b6,-112,p29,29,s29,honest,2552
7,b7,-60,p0,0,s0,dishonest,0
7,b8,-94,p16,16,s16,honest,208
7,b9,-129,p29,29,s29,honest,2581
7,b10,-135,p29,29,s29,honest,2610
7,b11,-85,p9,9,s9,dishonest,144
7,b12,-118,p15,15,s15,honest,180
7,b13,-55,p19,19,s19,honest,361
7,b14,-93,p0,0,s0,dishonest,0
7,b15,-148,p29,29,s29,honest,2639
7,b16,-76,p25,25,s25,honest,175
7,b17,-115,p29,29,s29,honest,2668
7,b18,-104,p0,0,s0,dishonest,0
7,b19,-93,p27,27,s27,honest,351
7,b20,-101,p2,2,s2,dishonest,18
7,b21,-117,p23,23,s23,honest,368
7,b22,-71,p0,0,s0,dishonest,0
7,b23,-102,p26,26,s26,honest,156
7,b24,-107,p22,22,s22,honest,352
7,b25,-160,p28,28,s28,honest,140
7,b26,-92,p0,0,s0,dishonest,0
7,b27,-142,p29,29,s29,honest,2697
7,b28,-123,p4,4,s4,dishonest,64
7,b29,-111,p4,4,s4,dishonest,68
7,b30,-121,p0,0,s0,dishonest,0
7,b31,-120,p0,0,s0,dishonest,0
7,b32,-68,p7,7,s7,dishonest,56
7,b33,-86,p0,0,s0,dishonest,0
7,b34,-35,p0,0,s0,dishonest,0
7,b35,-58,p5,5,s5,dishonest,35
7,b36,-42,p0,0,s0,dishonest,0
7,b37,-61,p24,24,s24,honest,384
7,b38,-101,p25,25,s25,honest,200
7,b39,-101,p27,27,s27,honest,378
7,b40,-96,p12,12,s12,honest,132
7,b41,-95,p0,0,s0,dishonest,0
7,b42,-25,p0,0,s0,dishonest,0
7,b43,-95,p26,26,s26,honest,182
7,b44,-62,p14,14,s14,honest,196
7,b45,-67,p0,0,s0,dishonest,0
7,b46,-64,p16,16,s16,honest,224
7,b47,-89,p0,0,s0,dishonest,0
7,b48,-75,p16,16,s16,honest,240
7,b49,-82,p19,19,s19,honest,380
7,b50,-61,p0,0,s0,dishonest,0
7,b51,-121,p27,27,s27,honest,405
7,b52,-54,p4,4,s4,dishonest,72
7,b53,-90,p23,23,s23,honest,391
7,b54,-74,p0,0,s0,dishonest,0
7,b55,-69,p22,22,s22,honest,374
7,b56,-83,p20,20,s20,honest,420
7,b57,-90,p27,27,s27,honest,432
7,b58,-29,p7,7,s7,dishonest,63
7,b59,-53,p20,20,s20,honest,440
7,b60,-60,p0,0,s0,dishonest,0
7,b61,-98,p16,16,s16,honest,256
7,b62,-69,p0,0,s0,dishonest,0
7,b63,-68,p0,0,s0,dishonest,0
7,b64,-69,p0,0,s0,dishonest,0
7,b65,-52,p0,0,s0,dishonest,0
7,b66,-99,p25,25,s25,honest,225
7,b67,-90,p5,5,s5,dishonest,40
7,b68,-90,p0,0,s0,dishonest,0
7,b69,-86,p0,0,s0,dishonest,0
7,b70,-90,p7,7,s7,dishonest,70
7,b71,-62,p0,0,s0,dishonest,0
7,b72,-47,p0,0,s0,dishonest,0
7,b73,-60,p0,0,s0,dishonest,0
7,b74,-82,p1,1,s1,dishonest,12
7,b75,-89,p29,29,s29,honest,2726
7,b76,-43,p0,0,s0,dishonest,0
7,b77,-35,p0,0,s0,dishonest,0
7,b78,-93,p13,13,s13,honest,143
7,b79,-112,p0,0,s0,dishonest,0
7,b80,-87,p11,11,s11,dishonest,154
7,b81,-67,p15,15,s15,honest,195
7,b82,-25,p0,0,s0,dishonest,0
7,b83,-84,p20,20,s20,honest,460
7,b84,-78,p0,0,s0,dishonest,0
7,b85,-84,p0,0,s0,dishonest,0
7,b86,-98,p25,25,s25,honest,250
7,b87,-57,p0,0,s0,dishonest,0
7,b88,-95,p24,24,s24,honest,408
7,b89,-52,p21,21,s21,honest,252
7,b90,-50,p2,2,s2,dishonest,20
7,b91,-90,p11,11,s11,dishonest,165
7,b92,-97,p7,7,s7,dishonest,77
7,b93,-53,p1,1,s1,dishonest,13
7,b94,-71,p0,0,s0,dishonest,0
7,b95,-101,p4,4,s4,dishonest,76
7,b96,-63,p20,20,s20,honest,480
7,b97,-38,p0,0,s0,dishonest,0
7,b98,-77,p20,20,s20,honest,500
7,b99,-39,p7,7,s7,dishonest,84
8,b0,-113,p29,29,s29,honest,2755
8,b1,-142,p19,19,s19,honest,399
8,b2,-98,p0,0,s0,dishonest,0
8,b3,-111,p14,14,s14,honest,210
8,b4,-127,p20,20,s20,honest,520
8,b5,-97,p29,29,s29,honest,2784
8,b6,-140,p29,29,s29,honest,2813
8,b7,-88,p29,29,s29,honest,2842
8,b8,-95,p0,0,s0,dishonest,0
8,b9,-154,p26,26,s26,honest,208
8,b10,-163,p29,29,s29,honest,2871
8,b11,-95,p9,9,s9,dishonest,153
8,b12,-142,p25,25,s25,honest,275
8,b13,-56,p0,0,s0,dishonest,0
8,b14,-94,p0,0,s0,dishonest,0
8,b15,-176,p29,29,s29,honest,2900
8,b16,-104,p29,29,s29,honest,2929
8,b17,-143,p29,29,s29,honest,2958
8,b18,-125,p22,22,s22,honest,396
8,b19,-99,p5,5,s5,dishonest,45
8,b20,-115,p15,15,s15,honest,210
8,b21,-133,p17,17,s17,honest,204
8,b22,-99,p29,29,s29,honest,2987
8,b23,-127,p26,26,s26,honest,234
8,b24,-112,p4,4,s4,dishonest,80
8,b25,-188,p29,29,s29,honest,3016
8,b26,-120,p29,29,s29,honest,3045
8,b27,-162,p21,21,s21,honest,273
8,b28,-151,p29,29,s29,honest,3074
8,b29,-139,p29,29,s29,honest,3103
8,b30,-140,p20,20,s20,honest,540
8,b31,-134,p15,15,s15,honest,225
8,b32,-69,p0,0,s0,dishonest,0
8,b33,-87,p0,0,s0,dishonest,0
8,b34,-36,p0,0,s0,dishonest,0
8,b35,-86,p29,29,s29,honest,3132
8,b36,-46,p3,3,s3,dishonest,60
8,b37,-62,p0,0,s0,dishonest,0
8,b38,-102,p0,0,s0,dishonest,0
8,b39,-121,p21,21,s21,honest,294
8,b40,-124,p29,29,s29,honest,3161
8,b41,-96,p0,0,s0,dishonest,0
8,b42,-37,p13,13,s13,honest,156
8,b43,-100,p4,4,s4,dishonest,84
8,b44,-75,p14,14,s14,honest,224
8,b45,-68,p0,0,s0,dishonest,0
8,b46,-83,p20,20,s20,honest,560
8,b47,-99,p9,9,s9,dishonest,162
8,b48,-76,p0,0,s0,dishonest,0
8,b49,-87,p4,4,s4,dishonest,88
8,b50,-62,p0,0,s0,dishonest,0
8,b51,-142,p22,22,s22,honest,418
8,b52,-74,p21,21,s21,honest,315
8,b53,-93,p2,2,s2,dishonest,22
8,b54,-75,p0,0,s0,dishonest,0
8,b55,-70,p0,0,s0,dishonest,0
8,b56,-95,p11,11,s11,dishonest,176
8,b57,-91,p0,0,s0,dishonest,0
8,b58,-39,p9,9,s9,dishonest,171
8,b59,-67,p15,15,s15,honest,240
8,b60,-64,p3,3,s3,dishonest,63
8,b61,-99,p0,0,s0,dishonest,0
8,b62,-70,p0,0,s0,dishonest,0
8,b63,-96,p29,29,s29,honest,3190
8,b64,-70,p0,0,s0,dishonest,0
8,b65,-68,p17,17,s17,honest,221
8,b66,-100,p0,0,s0,dishonest,0
8,b67,-115,p26,26,s26,honest,260
8,b68,-103,p14,14,s14,honest,238
8,b69,-97,p10,10,s10,dishonest,140
8,b70,-91,p0,0,s0,dishonest,0
8,b71,-63,p0,0,s0,dishonest,0
8,b72,-48,p0,0,s0,dishonest,0
8,b73,-61,p0,0,s0,dishonest,0
8,b74,-110,p29,29,s29,honest,3219
8,b75,-90,p0,0,s0,dishonest,0
8,b76,-44,p0,0,s0,dishonest,0
8,b77,-49,p15,15,s15,honest,255
8,b78,-94,p0,0,s0,dishonest,0
8,b79,-113,p0,0,s0,dishonest,0
8,b80,-107,p21,21,s21,honest,336
8,b81,-71,p3,3,s3,dishonest,66
8,b82,-26,p0,0,s0,dishonest,0
8,b83,-85,p0,0,s0,dishonest,0
8,b84,-79,p0,0,s0,dishonest,0
8,b85,-85,p0,0,s0,dishonest,0
8,b86,-99,p0,0,s0,dishonest,0
8,b87,-58,p0,0,s0,dishonest,0
8,b88,-115,p21,21,s21,honest,357
8,b89,-53,p0,0,s0,dishonest,0
8,b90,-66,p17,17,s17,honest,238
8,b91,-108,p19,19,s19,honest,418
8,b92,-98,p0,0,s0,dishonest,0
8,b93,-72,p20,20,s20,honest,580
8,b94,-91,p21,21,s21,honest,378
8,b95,-102,p0,0,s0,dishonest,0
8,b96,-64,p0,0,s0,dishonest,0
8,b97,-57,p20,20,s20,honest,600
8,b98,-81,p3,3,s3,dishonest,69
8,b99,-40,p0,0,s0,dishonest,0
9,b0,-139,p27,27,s27,honest,459
9,b1,-143,p0,0,s0,dishonest,0
9,b2,-126,p29,29,s29,honest,3248
9,b3,-136,p26,26,s26,honest,286
9,b4,-128,p0,0,s0,dishonest,0
9,b5,-125,p29,29,s29,honest,3277
9,b6,-168,p29,29,s29,honest,3306
9,b7,-116,p29,29,s29,honest,3335
9,b8,-96,p0,0,s0,dishonest,0
9,b9,-161,p6,6,s6,dishonest,84
9,b10,-165,p1,1,s1,dishonest,14
9,b11,-123,p29,29,s29,honest,3364
9,b12,-167,p26,26,s26,honest,312
9,b13,-68,p13,13,s13,honest,169
9,b14,-114,p21,21,s21,honest,399
9,b15,-204,p29,29,s29,honest,3393
9,b16,-131,p28,28,s28,honest,168
9,b17,-171,p29,29,s29,honest,3422
9,b18,-151,p27,27,s27,honest,486
9,b19,-100,p0,0,s0,dishonest,0
9,b20,-137,p23,23,s23,honest,414
9,b21,-161,p29,29,s29,honest,3451
9,b22,-111,p13,13,s13,honest,182
9,b23,-128,p0,0,s0,dishonest,0
9,b24,-113,p0,0,s0,dishonest,0
9,b25,-216,p29,29,s29,honest,3480
9,b26,-121,p0,0,s0,dishonest,0
9,b27,-163,p0,0,s0,dishonest,0
9,b28,-152,p0,0,s0,dishonest,0
9,b29,-140,p0,0,s0,dishonest,0
9,b30,-165,p26,26,s26,honest,338
9,b31,-135,p0,0,s0,dishonest,0
9,b32,-70,p0,0,s0,dishonest,0
9,b33,-113,p27,27,s27,honest,513
9,b34,-37,p0,0,s0,dishonest,0
9,b35,-104,p19,19,s19,honest,437
9,b36,-47,p0,0,s0,dishonest,0
9,b37,-63,p0,0,s0,dishonest,0
9,b38,-117,p16,16,s16,honest,272
9,b39,-133,p13,13,s13,honest,195
9,b40,-125,p0,0,s0,dishonest,0
9,b41,-97,p0,0,s0,dishonest,0
9,b42,-65,p29,29,s29,honest,3509
9,b43,-120,p21,21,s21,honest,420
9,b44,-84,p8,8,s8,dishonest,88
9,b45,-69,p0,0,s0,dishonest,0
9,b46,-95,p11,11,s11,dishonest,187
9,b47,-115,p17,17,s17,honest,255
9,b48,-83,p6,6,s6,dishonest,90
9,b49,-88,p0,0,s0,dishonest,0
9,b50,-63,p0,0,s0,dishonest,0
9,b51,-143,p0,0,s0,dishonest,0
9,b52,-97,p24,24,s24,honest,432
9,b53,-101,p7,7,s7,dishonest,91
9,b54,-76,p0,0,s0,dishonest,0
9,b55,-71,p0,0,s0,dishonest,0
9,b56,-106,p10,10,s10,dishonest,150
9,b57,-104,p14,14,s14,honest,252
9,b58,-55,p17,17,s17,honest,272
9,b59,-78,p12,12,s12,honest,144
9,b60,-86,p23,23,s23,honest,437
9,b61,-100,p0,0,s0,dishonest,0
9,b62,-79,p8,8,s8,dishonest,96
9,b63,-122,p27,27,s27,honest,540
9,b64,-90,p21,21,s21,honest,441
9,b65,-77,p8,8,s8,dishonest,104
9,b66,-101,p0,0,s0,dishonest,0
9,b67,-135,p21,21,s21,honest,462
9,b68,-115,p13,13,s13,honest,208
9,b69,-98,p0,0,s0,dishonest,0
9,b70,-104,p14,14,s14,honest,266
9,b71,-64,p0,0,s0,dishonest,0
9,b72,-76,p29,29,s29,honest,3538
9,b73,-62,p0,0,s0,dishonest,0
9,b74,-138,p29,29,s29,honest,3567
9,b75,-98,p7,7,s7,dishonest,98
9,b76,-56,p11,11,s11,dishonest,198
9,b77,-77,p29,29,s29,honest,3596
9,b78,-122,p29,29,s29,honest,3625
9,b79,-114,p0,0,s0,dishonest,0
9,b80,-126,p20,20,s20,honest,620
9,b81,-96,p26,26,s26,honest,364
9,b82,-27,p0,0,s0,dishonest,0
9,b83,-86,p0,0,s0,dishonest,0
9,b84,-80,p0,0,s0,dishonest,0
9,b85,-102,p18,18,s18,honest,234
9,b86,-100,p0,0,s0,dishonest,0
9,b87,-59,p0,0,s0,dishonest,0
9,b88,-116,p0,0,s0,dishonest,0
9,b89,-60,p6,6,s6,dishonest,96
9,b90,-91,p26,26,s26,honest,390
9,b91,-112,p3,3,s3,dishonest,72
9,b92,-99,p0,0,s0,dishonest,0
9,b93,-73,p0,0,s0,dishonest,0
9,b94,-92,p0,0,s0,dishonest,0
9,b95,-103,p0,0,s0,dishonest,0
9,b96,-87,p24,24,s24,honest,456
9,b97,-58,p0,0,s0,dishonest,0
9,b98,-82,p0,0,s0,dishonest,0
9,b99,-41,p0,0,s0,dishonest,0
10,b0,-167,p29,29,s29,honest,3654
10,b1,-171,p29,29,s29,honest,3683
10,b2,-127,p0,0,s0,dishonest,0
10,b3,-141,p4,4,s4,dishonest,92
10,b4,-135,p6,6,s6,dishonest,102
10,b5,-147,p23,23,s23,honest,460
10,b6,-175,p6,6,s6,dishonest,108
10,b7,-126,p9,9,s9,dishonest,180
10,b8,-124,p29,29,s29,honest,3712
10,b9,-189,p29,29,s29,honest,3741
10,b10,-170,p4,4,s4,dishonest,96
10,b11,-151,p29,29,s29,honest,3770
10,b12,-195,p29,29,s29,honest,3799
10,b13,-69,p0,0,s0,dishonest,0
10,b14,-128,p15,15,s15,honest,270
10,b15,-205,p0,0,s0,dishonest,0
10,b16,-156,p26,26,s26,honest,416
10,b17,-176,p4,4,s4,dishonest,100
10,b18,-165,p15,15,s15,honest,285
10,b19,-101,p0,0,s0,dishonest,0
10,b20,-165,p29,29,s29,honest,3828
10,b21,-162,p0,0,s0,dishonest,0
10,b22,-136,p26,26,s26,honest,442
10,b23,-129,p0,0,s0,dishonest,0
10,b24,-120,p6,6,s6,dishonest,114
10,b25,-230,p15,15,s15,honest,300
10,b26,-148,p28,28,s28,honest,196
10,b27,-164,p0,0,s0,dishonest,0
10,b28,-169,p18,18,s18,honest,252
10,b29,-168,p29,29,s29,honest,3857
10,b30,-180,p16,16,s16,honest,288
10,b31,-156,p22,22,s22,honest,440
10,b32,-98,p29,29,s29,honest,3886
10,b33,-126,p14,14,s14,honest,280
10,b34,-65,p29,29,s29,honest,3915
10,b35,-116,p11,11,s11,dishonest,209
10,b36,-75,p29,29,s29,honest,3944
10,b37,-91,p29,29,s29,honest,3973
10,b38,-145,p29,29,s29,honest,4002
10,b39,-158,p26,26,s26,honest,468
10,b40,-141,p17,17,s17,honest,289
10,b41,-125,p29,29,s29,honest,4031
10,b42,-75,p9,9,s9,dishonest,189
10,b43,-131,p12,12,s12,honest,156
10,b44,-85,p0,0,s0,dishonest,0
10,b45,-91,p23,23,s23,honest,483
10,b46,-112,p18,18,s18,honest,270
10,b47,-138,p24,24,s24,honest,480
10,b48,-105,p23,23,s23,honest,506
10,b49,-106,p19,19,s19,honest,456
10,b50,-64,p0,0,s0,dishonest,0
10,b51,-171,p29,29,s29,honest,4060
10,b52,-125,p29,29,s29,honest,4089
10,b53,-129,p29,29,s29,honest,4118
10,b54,-77,p0,0,s0,dishonest,0
10,b55,-72,p0,0,s0,dishonest,0
10,b56,-134,p29,29,s29,honest,4147
10,b57,-132,p29,29,s29,honest,4176
10,b58,-83,p29,29,s29,honest,4205
10,b59,-106,p29,29,s29,honest,4234
10,b60,-98,p13,13,s13,honest,221
10,b61,-128,p29,29,s29,honest,4263
10,b62,-107,p29,29,s29,honest,4292
10,b63,-150,p29,29,s29,honest,4321
10,b64,-118,p29,29,s29,honest,4350
10,b65,-79,p1,1,s1,dishonest,15
10,b66,-112,p12,12,s12,honest,168
10,b67,-163,p29,29,s29,honest,4379
10,b68,-135,p21,21,s21,honest,483
10,b69,-126,p29,29,s29,honest,4408
10,b70,-132,p29,29,s29,honest,4437
10,b71,-92,p29,29,s29,honest,4466
10,b72,-85,p8,8,s8,dishonest,112
10,b73,-73,p10,10,s10,dishonest,160
10,b74,-166,p29,29,s29,honest,4495
10,b75,-103,p4,4,s4,dishonest,104
10,b76,-84,p29,29,s29,honest,4524
10,b77,-105,p29,29,s29,honest,4553
10,b78,-150,p29,29,s29,honest,4582
10,b79,-142,p29,29,s29,honest,4611
10,b80,-127,p0,0,s0,dishonest,0
10,b81,-110,p15,15,s15,honest,315
10,b82,-43,p17,17,s17,honest,306
10,b83,-109,p24,24,s24,honest,504
10,b84,-108,p29,29,s29,honest,4640
10,b85,-130,p29,29,s29,honest,4669
10,b86,-112,p13,13,s13,honest,234
10,b87,-68,p8,8,s8,dishonest,120
10,b88,-144,p29,29,s29,honest,4698
10,b89,-72,p13,13,s13,honest,247
10,b90,-104,p14,14,s14,honest,294
10,b91,-119,p6,6,s6,dishonest,120
10,b92,-127,p29,29,s29,honest,4727
10,b93,-98,p26,26,s26,honest,494
10,b94,-101,p8,8,s8,dishonest,128
10,b95,-120,p18,18,s18,honest,288
10,b96,-110,p24,24,s24,honest,528
10,b97,-86,p29,29,s29,honest,4756
10,b98,-110,p29,29,s29,honest,4785
10,b99,-69,p29,29,s29,honest,4814
